Area Type,Area Name,Period,SOC Level,Standard Occupational Classification (SOC),Occupational Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change,Exits,Transfers,Total Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-1063,"Economics Teachers, Postsecondary",120,130,10,8.3,60,60,130,0.00,"178,325",Doctoral or professional degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-1065,"Political Science Teachers, Postsecondary",130,150,20,15.4,60,70,150,0.00,"108,510",Doctoral or professional degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-1066,"Psychology Teachers, Postsecondary",450,500,50,11.1,210,220,480,0.00,"107,122",Doctoral or professional degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-1067,"Sociology Teachers, Postsecondary",130,140,10,7.7,60,60,130,0.00,"107,329",Doctoral or professional degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-1069,"Social Sciences Teachers, Postsecondary, All Other",120,130,10,8.3,60,60,130,0.00,"133,550",Doctoral or professional degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-1071,"Health Specialties Teachers, Postsecondary",1090,1370,280,25.7,550,570,1400,0.00,"162,516",Doctoral or professional degree,Less than 5 years,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-1072,"Nursing Instructors and Teachers, Postsecondary",340,430,90,26.5,170,180,440,0.00,"101,952",Doctoral or professional degree,Less than 5 years,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-1081,"Education Teachers, Postsecondary",630,680,50,7.9,290,310,650,0.00,"130,576",Doctoral or professional degree,Less than 5 years,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-1112,"Law Teachers, Postsecondary",230,260,30,13.0,110,120,260,0.00,"129,934",Doctoral or professional degree,Less than 5 years,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-1121,"Art, Drama, and Music Teachers, Postsecondary",870,960,90,10.3,410,430,930,0.00,"107,329",Master's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-1122,"Communications Teachers, Postsecondary",300,330,30,10.0,140,150,320,0.00,"107,329",Doctoral or professional degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-1123,"English Language and Literature Teachers, Postsecondary",720,790,70,9.7,340,350,760,0.00,"104,563",Doctoral or professional degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-1124,"Foreign Language and Literature Teachers, Postsecondary",230,250,20,8.7,110,110,240,0.00,"135,808",Doctoral or professional degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-1125,"History Teachers, Postsecondary",180,200,20,11.1,90,90,200,0.00,"107,329",Doctoral or professional degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-1126,"Philosophy and Religion Teachers, Postsecondary",210,230,20,9.5,100,100,220,0.00,"101,952",Doctoral or professional degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",200,210,10,5.0,90,100,200,0.00,"109,556",Doctoral or professional degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-1194,"Vocational Education Teachers, Postsecondary",720,830,110,15.3,350,360,820,37.33,"77,637",Bachelor's degree,Less than 5 years,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,3,25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",29030,32740,3710,12.8,9770,13530,27010,0.00,0,N/A,N/A,N/A
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-2011,"Preschool Teachers, Except Special Education",4670,6330,1660,35.5,2260,3210,7130,18.27,"38,011",Associate's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-2012,"Kindergarten Teachers, Except Special Education",610,660,50,8.2,260,370,680,0.00,"78,746",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-2021,"Elementary School Teachers, Except Special Education",10200,11040,840,8.2,3260,4260,8360,0.00,"80,248",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",1850,2000,150,8.1,590,770,1510,0.00,"80,331",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",8620,9370,750,8.7,2390,3650,6790,0.00,"82,662",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-2032,"Career/Technical Education Teachers, Secondary School",430,460,30,7.0,120,180,330,0.00,"81,139",Bachelor's degree,Less than 5 years,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-2052,"Special Education Teachers, Kindergarten and Elementary School",1100,1200,100,9.1,380,460,940,0.00,"78,746",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-2058,"Special Education Teachers, Secondary School",710,770,60,8.5,240,290,590,0.00,"103,920",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-2059,"Special Education Teachers, All Other",580,630,50,8.6,200,240,490,0.00,"80,735",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,3,25-3000,Other Teachers and Instructors,19390,22430,3040,15.7,12480,11210,26730,0.00,0,N/A,N/A,N/A
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-3021,Self-Enrichment Education Teachers,4660,5850,1190,25.5,3140,2820,7150,21.62,"44,962",High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-3031,"Substitute Teachers, Short-Term",6880,7880,1000,14.5,4410,3960,9370,19.61,"40,797",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",7020,7920,900,12.8,4460,4000,9360,0.00,0,Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,3,25-4000,"Librarians, Curators, and Archivists",2380,2440,60,2.5,1600,1320,2980,0.00,0,N/A,N/A,N/A
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-4013,Museum Technicians and Conservators,110,130,20,18.2,60,70,150,24.63,"51,230",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-4022,Librarians and Media Collections Specialists,870,940,70,8.0,450,400,920,38.62,"80,331",Master's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-4031,Library Technicians,1270,1220,-50,-3.9,1030,770,1750,23.23,"48,308",Postsecondary non-degree award,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,3,25-9000,"Other Education, Training, and Library Occupations",21030,23180,2150,10.2,10350,10020,22520,0.00,0,N/A,N/A,N/A
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-9031,Instructional Coordinators,1670,1870,200,12.0,870,770,1840,30.85,"64,169",Master's degree,5 years or more,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-9044,"Teaching Assistants, Postsecondary",2810,3040,230,8.2,1310,1370,2910,0.00,"50,650",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-9045,"Teaching Assistants, Except Postsecondary",8480,9460,980,11.6,4010,4190,9180,0.00,"38,104","Some college, no degree",None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,25-9099,"Education, Training, and Library Workers, All Other",8060,8810,750,9.3,4160,3690,8600,15.90,"33,079",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,2,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",22930,26570,3640,15.9,8840,15480,27960,29.73,"61,838",N/A,N/A,N/A
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,3,27-1000,Art and Design Workers,8930,10210,1280,14.3,3250,5550,10080,0.00,0,N/A,N/A,N/A
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-1011,Art Directors,860,1000,140,16.3,450,480,1070,52.56,"109,307",Bachelor's degree,5 years or more,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",120,140,20,16.7,60,70,150,0.00,0,Bachelor's degree,None,Long-term on-the-job training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-1014,Multimedia Artists and Animators,610,690,80,13.1,320,340,740,40.25,"83,718",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-1021,Commercial and Industrial Designers,420,470,50,11.9,140,260,450,40.51,"84,247",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-1022,Fashion Designers,270,300,30,11.1,90,170,290,39.08,"81,284",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-1023,Floral Designers,410,430,20,4.9,130,250,400,15.29,"31,805",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-1024,Graphic Designers,2730,3050,320,11.7,880,1720,2920,30.35,"63,133",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-1025,Interior Designers,1050,1190,140,13.3,340,660,1140,30.81,"64,076",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-1026,Merchandise Displayers and Window Trimmers,1800,2180,380,21.1,610,1190,2180,17.96,"37,358",High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-1027,Set and Exhibit Designers,150,160,10,6.7,50,90,150,23.90,"49,707",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-1029,"Designers, All Other",380,450,70,18.4,130,250,450,38.66,"80,414",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,3,27-2000,"Entertainers and Performers, Sports and Related Workers",4620,5780,1160,25.1,2480,3690,7330,0.00,0,N/A,N/A,N/A
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-2012,Producers and Directors,1050,1210,160,15.2,250,720,1130,38.68,"80,476",Bachelor's degree,Less than 5 years,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-2022,Coaches and Scouts,2040,2620,580,28.4,1320,1870,3770,0.00,"49,075",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-2041,Music Directors and Composers,330,360,30,9.1,200,190,420,19.15,"39,813",Bachelor's degree,Less than 5 years,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-2042,Musicians and Singers,460,580,120,26.1,310,290,720,37.01,0,No formal educational credential,None,Long-term on-the-job training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",250,360,110,44.0,120,170,400,0.00,0,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,3,27-3000,Media and Communication Workers,6590,7410,820,12.4,2230,4270,7320,0.00,0,N/A,N/A,N/A
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-3011,Radio and Television Announcers,360,310,-50,-13.9,130,180,260,24.04,"49,987",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-3031,Public Relations Specialists,2350,2710,360,15.3,630,1660,2650,31.30,"65,102",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-3041,Editors,790,820,30,3.8,260,500,790,31.58,"65,682",Bachelor's degree,Less than 5 years,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-3042,Technical Writers,550,650,100,18.2,160,370,630,40.21,"83,625",Bachelor's degree,Less than 5 years,Short-term on-the-job training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-3043,Writers and Authors,1010,1160,150,14.9,430,600,1180,39.14,"81,408",Bachelor's degree,None,Long-term on-the-job training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-3091,Interpreters and Translators,800,1000,200,25.0,350,490,1040,37.82,"78,673",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-3099,"Media and Communication Workers, All Other",370,410,40,10.8,150,210,400,37.86,"78,746",High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,3,27-4000,Media and Communication Equipment Workers,2790,3180,390,14.0,880,1960,3230,0.00,0,N/A,N/A,N/A
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-4011,Audio and Video Equipment Technicians,670,860,190,28.4,200,560,950,24.33,"50,587",Postsecondary non-degree award,None,Short-term on-the-job training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-4012,Broadcast Technicians,300,250,-50,-16.7,70,200,220,15.23,"31,681",Associate's degree,None,Short-term on-the-job training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-4021,Photographers,830,920,90,10.8,300,490,880,23.20,"48,236",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-4031,"Camera Operators, Television, Video, and Motion Picture",220,240,20,9.1,70,150,240,30.06,"62,532",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-4032,Film and Video Editors,360,430,70,19.4,120,250,440,24.63,"51,219",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,27-4098,"Lighting Technicians and Media and Communication Equipment Workers, All Other",320,360,40,12.5,90,250,380,0.00,0,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,2,29-0000,Healthcare Practitioners and Technical Occupations,79900,93580,13680,17.1,21640,24880,60200,49.60,"103,185",N/A,N/A,N/A
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,3,29-1000,Health Diagnosing and Treating Practitioners,54960,64920,9960,18.1,13970,13630,37560,0.00,0,N/A,N/A,N/A
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,29-1011,Chiropractors,480,590,110,22.9,80,40,230,38.72,"80,528",Doctoral or professional degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,29-1021,"Dentists, General",1770,2170,400,22.6,360,170,930,64.10,"133,322",Doctoral or professional degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,29-1031,Dietitians and Nutritionists,630,730,100,15.9,220,240,560,39.30,"81,729",Bachelor's degree,None,Internship/residency
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,29-1041,Optometrists,570,700,130,22.8,110,80,320,53.34,"110,955",Doctoral or professional degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,29-1051,Pharmacists,2610,2830,220,8.4,500,520,1240,79.54,"165,448",Doctoral or professional degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,29-1071,Physician Assistants,1150,1660,510,44.3,220,550,1280,64.10,"133,322",Master's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,29-1122,Occupational Therapists,1140,1360,220,19.3,270,410,900,50.25,"104,500",Master's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,29-1123,Physical Therapists,2080,2680,600,28.8,470,490,1560,50.56,"105,153",Doctoral or professional degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,29-1124,Radiation Therapists,130,130,0,0.0,30,40,70,64.39,"133,923",Associate's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,29-1125,Recreational Therapists,160,180,20,12.5,50,80,150,29.67,"61,704",Bachelor's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,29-1126,Respiratory Therapists,1310,1620,310,23.7,310,370,990,47.96,"99,735",Associate's degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,29-1127,Speech-Language Pathologists,1230,1630,400,32.5,330,510,1240,50.11,"104,231",Master's degree,None,Internship/residency
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,29-1131,Veterinarians,1000,1260,260,26.0,180,180,620,60.26,"125,355",Doctoral or professional degree,None,None
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2020-2030,4,29-1141,Registered Nurses,27130,30550,3420,12.6,7690,7260,18370,55.24,"114,902",Bachelor's degree,None,None
